9528,岡三証券,証券会社
9523,大和証券,証券会社
9520,野村證券,証券会社
0856,SBI証券,証券会社
0294,三井住友信託銀行,信託銀行
0001,みずほ銀行,銀行
0005,三菱東京UFJ銀行,銀行
0010,りそな銀行,銀行
